METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-04-16T10:47:11:085Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-04-16T11:05:40:131Z 37951 45554 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:41:131Z 37950 45545 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:42:131Z 37950 45506 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:43:131Z 37575 45190 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:44:131Z 37655 45254 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:45:131Z 37944 45493 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:46:131Z 37620 45229 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:47:131Z 37618 45220 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:48:131Z 37607 45207 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:49:131Z 37577 45169 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:50:131Z 37933 45458 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:51:131Z 37948 45461 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:52:131Z 37928 45429 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:53:131Z 37548 45147 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:54:131Z 37927 45440 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:55:131Z 37544 45134 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:56:131Z 37577 45149 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:57:131Z 37604 45165 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:58:131Z 37545 45129 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:59:131Z 37549 45123 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:00:131Z 37619 45177 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:01:131Z 37645 45193 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:02:131Z 37609 45156 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:03:131Z 37589 45137 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:04:131Z 37586 45136 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:05:131Z 37590 45128 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:06:131Z 37481 45039 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:07:131Z 37599 45135 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:08:131Z 37507 45055 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:09:131Z 37861 45329 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:10:131Z 37458 44975 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:11:131Z 37429 44981 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:12:131Z 37619 45130 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:13:131Z 37363 44897 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:14:131Z 37629 45137 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:15:131Z 37348 44887 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:16:131Z 37472 45005 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:17:131Z 37476 44997 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:18:131Z 37529 45038 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:19:131Z 37201 44739 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:20:131Z 37177 44698 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:21:131Z 37219 44762 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:22:131Z 37170 44712 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:23:131Z 37404 44923 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:24:131Z 37151 44669 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:25:131Z 37108 44640 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:26:131Z 37118 44639 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:27:131Z 37037 44581 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:28:131Z 37082 44610 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:29:131Z 37066 44581 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:30:131Z 37085 44598 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:31:131Z 37334 44835 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:32:131Z 37056 44565 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:33:131Z 37038 44543 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:34:131Z 37314 44830 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:35:131Z 37126 44624 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:36:131Z 37077 44566 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:37:131Z 37088 44585 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:38:131Z 37044 44564 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:39:131Z 37311 44794 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:40:131Z 37086 44580 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:41:131Z 37228 44748 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:42:131Z 37079 44563 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:43:131Z 37101 44612 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:44:131Z 37349 44838 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:45:131Z 37033 44562 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:46:131Z 37040 44562 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:47:131Z 37153 44665 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:48:131Z 37129 44643 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:49:131Z 37380 44892 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:50:131Z 37091 44622 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:51:131Z 37120 44654 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:52:131Z 37071 44599 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:53:131Z 37400 44893 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:54:131Z 37350 44889 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:55:131Z 37211 44739 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:56:131Z 37161 44711 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:57:131Z 37230 44770 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:58:131Z 37198 44753 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:06:59:131Z 37208 44777 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:00:131Z 37437 44994 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:01:131Z 37285 44845 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:02:131Z 37245 44813 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:03:131Z 37259 44838 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:04:131Z 37340 44915 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:05:131Z 37317 44864 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:06:131Z 37324 44906 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:07:131Z 37555 45118 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:08:131Z 37524 45078 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:09:131Z 37358 44954 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:10:131Z 37329 44931 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:11:131Z 37344 44937 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:12:131Z 37591 45178 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:13:131Z 37639 45198 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:14:131Z 37350 44964 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:15:131Z 37393 44983 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:16:131Z 37302 44942 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:17:131Z 37663 45246 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:18:131Z 37698 45288 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:19:131Z 37379 45000 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:20:131Z 37379 45017 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:21:131Z 37425 45052 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:22:131Z 37458 45091 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:23:131Z 37449 45075 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:24:131Z 37689 45312 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:25:131Z 37432 45091 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:26:131Z 37431 45086 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:27:131Z 37430 45075 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:28:131Z 37404 45040 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:29:131Z 37472 45111 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:30:131Z 37767 45374 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:31:131Z 37423 45063 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:32:131Z 37392 45055 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:33:131Z 37438 45104 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:34:131Z 37422 45077 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:35:131Z 37679 45307 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:36:131Z 37385 45047 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:37:131Z 37403 45083 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:38:131Z 37408 45097 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:39:131Z 37740 45393 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:40:131Z 37737 45376 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:41:131Z 37439 45121 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:42:131Z 37432 45103 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:43:131Z 37447 45130 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:44:131Z 37437 45135 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:45:131Z 37455 45168 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:46:131Z 37473 45182 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:47:131Z 37521 45230 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:48:131Z 37495 45209 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:49:131Z 37875 45512 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:50:131Z 37558 45267 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:51:131Z 37950 45614 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:52:131Z 37577 45300 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:53:131Z 37592 45313 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:54:131Z 37950 45621 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:55:131Z 37706 45436 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:56:131Z 37950 45679 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:57:131Z 37751 45479 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:58:131Z 37797 45515 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:07:59:131Z 37799 45527 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:00:131Z 37810 45542 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:01:131Z 37841 45559 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:02:131Z 37851 45570 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:03:131Z 37956 45791 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:04:131Z 37972 45813 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:05:131Z 37947 45646 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:06:131Z 38052 45863 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:07:131Z 38014 45852 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:08:131Z 37954 45707 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:09:131Z 37951 45675 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:10:131Z 37965 45710 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:11:131Z 37951 45686 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:12:131Z 38185 45945 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:13:131Z 37970 45710 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:14:131Z 37989 45723 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:15:131Z 38178 45936 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:16:131Z 38021 45745 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:17:131Z 38120 45817 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:18:131Z 38029 45735 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:19:131Z 38126 45827 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:20:131Z 38340 46058 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:21:131Z 38148 45836 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:22:131Z 38451 46141 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:23:131Z 38170 45853 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:24:131Z 38266 45923 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:25:131Z 38455 46150 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:26:131Z 38518 46187 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:27:131Z 38530 46202 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:28:131Z 38400 46019 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:29:131Z 38358 45981 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:30:131Z 38471 46057 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:31:131Z 38411 46014 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:32:131Z 38728 46343 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:33:131Z 38514 46085 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:34:131Z 38548 46125 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:35:131Z 38789 46363 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:36:131Z 38827 46412 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:37:131Z 38648 46189 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:38:131Z 38911 46468 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:39:131Z 38679 46198 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:40:131Z 39024 46556 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:41:131Z 38801 46294 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:42:131Z 38841 46335 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:43:131Z 38888 46374 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:44:131Z 38882 46348 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:45:131Z 38923 46388 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:46:131Z 38979 46431 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:47:131Z 39002 46446 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:48:131Z 39211 46683 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:49:131Z 39224 46675 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:50:131Z 39304 46741 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:51:131Z 39313 46759 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:52:131Z 39128 46536 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:53:131Z 39371 46822 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:54:131Z 39181 46594 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:55:131Z 39437 46877 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:56:131Z 39266 46669 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:57:131Z 39290 46703 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:58:131Z 39328 46714 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:08:59:131Z 39327 46722 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:00:131Z 39565 46966 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:01:131Z 39367 46754 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:02:131Z 39650 47038 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:03:131Z 39405 46768 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:04:131Z 39430 46782 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:05:131Z 39641 46993 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:06:131Z 39549 46893 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:07:131Z 39638 46937 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:08:131Z 39583 46880 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:09:131Z 39601 46884 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:10:131Z 39665 46924 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:11:131Z 39684 46926 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:12:131Z 39793 47002 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:13:131Z 39749 46954 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:14:131Z 39784 46955 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:15:131Z 39801 46965 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:16:131Z 39801 46937 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:17:131Z 39812 46935 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:18:131Z 39794 46903 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:19:131Z 39768 46877 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:20:131Z 39747 46825 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:21:131Z 39769 46826 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:22:131Z 39733 46773 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:23:131Z 39757 46763 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:24:131Z 39695 46711 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:25:131Z 39715 46699 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:26:131Z 39708 46699 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:27:131Z 39686 46660 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:28:131Z 39739 46712 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:29:131Z 39746 46686 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:30:131Z 39611 46559 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:31:131Z 39824 46784 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:32:131Z 39764 46736 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:33:131Z 39636 46539 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:34:131Z 39575 46501 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:35:131Z 39558 46476 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:36:131Z 39503 46435 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:37:131Z 39443 46381 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:38:131Z 39474 46403 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:39:131Z 39374 46313 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:40:131Z 39538 46500 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:41:131Z 39183 46147 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:42:131Z 39201 46161 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:43:131Z 39234 46203 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:44:131Z 39434 46398 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:45:131Z 39289 46284 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:46:131Z 39356 46342 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:47:131Z 39572 46595 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:48:131Z 39367 46380 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:49:131Z 39536 46560 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:50:131Z 39366 46386 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:51:131Z 39297 46339 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:52:131Z 39371 46383 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:53:131Z 39342 46378 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:54:131Z 39286 46337 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:55:131Z 39580 46634 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:56:131Z 39499 46560 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:57:131Z 39242 46292 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:58:131Z 39508 46557 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:09:59:131Z 39241 46303 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:00:131Z 39277 46320 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:01:131Z 39516 46568 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:02:131Z 39214 46264 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:03:131Z 39412 46494 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:04:131Z 39156 46242 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:05:131Z 39111 46166 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:06:131Z 39249 46353 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:07:131Z 39040 46150 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:08:131Z 39283 46427 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:10:09:131Z 39036 46213 50601 50601 50601 50601 50601 50601 50601 50601 65234
