METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-02-26T10:14:01:032Z
DATA
TIME L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11
2025-02-26T10:18:10:050Z 1458 2488 2956 2577 10626 14094 2123 2363 2767 4172 12426 15738
2025-02-26T10:18:11:050Z 1329 2222 2637 2366 10067 13476 2354 2644 3037 4679 15043 17790
2025-02-26T10:18:12:050Z 1436 2399 2856 2510 11047 14596 2198 2483 2864 4339 12634 15837
2025-02-26T10:18:13:050Z 1278 2106 2484 2291 10325 13942 1981 2243 2671 3825 10710 14410
2025-02-26T10:18:14:050Z 1140 1836 2135 2070 10153 13858 1733 1927 2357 3203 10301 14222
2025-02-26T10:18:15:050Z 1549 2648 3120 2617 13522 17114 1458 1616 2003 2600 10379 14276
2025-02-26T10:18:16:050Z 1260 1958 2230 2149 14783 18923 1801 2061 2420 3308 15313 19392
2025-02-26T10:18:17:050Z 972 1366 1517 1693 14621 19030 1658 1895 2267 2988 15712 20242
2025-02-26T10:18:18:050Z 1177 1656 1859 1974 18478 22753 1959 2285 2628 3575 21212 25599
2025-02-26T10:18:19:050Z 2846 3520 5135 4777 50601 50601 5345 5846 6850 9317 50601 50601
2025-02-26T10:18:20:050Z 2487 2986 3449 3993 50601 50601 4103 4787 5520 7691 50601 50601
2025-02-26T10:18:21:050Z 2770 3484 4001 4513 50601 50601 4321 5108 5794 8402 50601 50601
2025-02-26T10:18:22:050Z 2915 3718 4332 4707 50601 50601 4147 4873 5532 8107 50601 50601
2025-02-26T10:18:23:050Z 3093 4051 4707 5291 50601 50601 4994 5790 6677 9974 50601 50601
2025-02-26T10:18:24:050Z 3020 3718 4408 4951 50601 50601 5630 6336 7261 10672 50601 50601
2025-02-26T10:18:25:050Z 3259 4018 4677 5423 50601 50601 5392 6100 6963 10177 50601 50601
2025-02-26T10:18:26:050Z 3108 3593 5508 4954 50601 50601 4752 4459 5700 7167 50601 50601
2025-02-26T10:18:27:050Z 922 1172 1318 1406 17810 21324 1449 1705 1836 2657 17749 20712
2025-02-26T10:18:28:050Z 813 1045 1129 1264 15060 18861 984 1181 1307 1872 12789 16999
2025-02-26T10:18:29:050Z 18140 26671 35498 38305 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:30:050Z 17342 24930 30365 36620 50601 50601 23855 28135 28444 38346 50601 50601
2025-02-26T10:18:31:050Z 24574 35044 44103 48387 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:32:050Z 29840 41544 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:33:050Z 29581 42429 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:34:050Z 32723 47576 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:35:050Z 33572 48929 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:36:050Z 33554 48915 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:37:050Z 33030 48232 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:38:050Z 33684 49113 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:39:050Z 33642 49001 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:40:050Z 33630 48988 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:41:050Z 33387 48371 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:42:050Z 31007 44794 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:43:050Z 32720 47649 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:44:050Z 31131 45435 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:45:050Z 28558 41262 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:46:050Z 26014 37003 48654 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:47:050Z 21138 28412 35910 40362 50601 50601 32959 37571 39620 50601 50601 50601
2025-02-26T10:18:48:050Z 19494 26407 31847 35769 50601 50601 36304 37973 44953 50601 50601 50601
2025-02-26T10:18:49:050Z 32928 46031 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:50:050Z 37867 49922 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:51:050Z 40459 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:52:050Z 34786 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:53:050Z 34542 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:54:050Z 34550 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:55:050Z 34380 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:56:050Z 34933 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:57:050Z 34997 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:58:050Z 34811 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:18:59:050Z 34871 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:00:050Z 34865 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:01:050Z 35020 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:02:050Z 35281 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:03:050Z 35935 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:04:050Z 35463 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:05:050Z 35829 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:06:050Z 35292 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:07:050Z 35161 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:08:050Z 35372 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:09:050Z 34573 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:10:050Z 34400 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:11:050Z 34870 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:12:050Z 35456 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:13:050Z 35148 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:14:050Z 35244 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:15:050Z 35194 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:16:050Z 35287 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:17:050Z 35428 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:18:050Z 36035 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:19:050Z 36081 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:20:050Z 36100 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:21:050Z 36099 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:22:050Z 31654 48381 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:23:050Z 31757 48495 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:24:050Z 32940 50089 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:25:050Z 32175 49203 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:26:050Z 32357 49500 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:27:050Z 32531 49558 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:28:050Z 32602 49672 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:29:050Z 32634 49887 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:30:050Z 32639 49657 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:31:050Z 32775 50154 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:32:050Z 32827 50072 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:33:050Z 32689 49857 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:34:050Z 32774 49872 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:35:050Z 32814 49836 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:36:050Z 32879 50061 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:37:050Z 33023 50320 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:38:050Z 33091 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:39:051Z 33328 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:40:051Z 33739 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:41:051Z 33501 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:42:051Z 32601 48647 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:43:051Z 33080 49042 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:44:051Z 33016 49262 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:45:051Z 33226 49355 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:46:051Z 33423 49884 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:47:051Z 33502 49785 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:48:051Z 33616 49896 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:49:051Z 33573 49828 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:50:051Z 33628 50030 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:51:051Z 33327 49517 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:52:051Z 33221 49553 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:53:051Z 33029 49118 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:54:051Z 32944 48995 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:55:051Z 32906 48934 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:56:051Z 32937 48976 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:57:051Z 32972 49035 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:58:051Z 33053 49186 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:19:59:051Z 33008 49046 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:00:051Z 33105 49235 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:01:051Z 33070 49144 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:02:051Z 33071 49319 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:03:051Z 33032 49302 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:04:051Z 33002 49088 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:05:051Z 32974 49014 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:06:051Z 32977 49183 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:07:051Z 32741 48848 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:08:051Z 32897 48742 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:09:051Z 33071 48762 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:10:051Z 33025 48787 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:11:051Z 33073 48813 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:12:051Z 33116 48814 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:13:051Z 32932 48690 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:14:051Z 32852 48515 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:15:051Z 32830 48482 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:16:051Z 32803 48466 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:17:051Z 32922 48596 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:18:051Z 33058 48818 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:19:051Z 33201 49033 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:20:051Z 33285 49170 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:21:051Z 33299 49194 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:22:051Z 33343 49248 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:23:051Z 33375 49310 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:24:051Z 33278 49139 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:25:051Z 33409 49230 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:26:051Z 33438 49467 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:27:051Z 33663 49875 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:28:051Z 33614 49768 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:29:051Z 34124 50476 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:30:051Z 34679 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:31:051Z 42613 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:32:051Z 35779 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:33:051Z 42543 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:34:051Z 46563 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:35:051Z 34797 48919 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:36:051Z 42056 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:37:051Z 33989 44265 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:38:051Z 36954 49497 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:39:051Z 34522 47572 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:40:051Z 34888 47538 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:41:051Z 33735 46828 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:42:051Z 36275 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:43:051Z 33948 46538 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:44:051Z 37998 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:45:051Z 35486 49759 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:46:051Z 35270 49573 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:47:051Z 37981 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:48:051Z 34883 48291 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:49:051Z 35897 49252 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:50:051Z 36618 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:51:051Z 37520 50335 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:52:051Z 37839 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:53:051Z 35487 50049 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:54:051Z 36214 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:55:051Z 35695 50328 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:56:051Z 38286 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:57:051Z 41084 47041 48859 49752 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:58:051Z 42023 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:20:59:051Z 37666 50601 50601 50601 50601 20874 50601 50601 50601 50601 50601 17194
2025-02-26T10:21:00:051Z 44766 50601 50601 50601 50601 11809 50601 50601 50601 50601 50601 10286
2025-02-26T10:21:01:051Z 49216 50601 50601 50601 50601 10517 50601 50601 50601 50601 50601 8188
2025-02-26T10:21:02:051Z 18034 34306 49182 50601 50601 5929 50601 50601 50601 50470 50601 5678
2025-02-26T10:21:03:051Z 20913 44110 50601 50601 50601 6514 50601 50601 50601 50601 50601 7139
2025-02-26T10:21:04:051Z 45210 50601 50601 50601 50601 10950 50601 50601 50601 50601 50601 9195
2025-02-26T10:21:05:051Z 21587 41168 50601 50601 50601 7425 50601 50601 50601 50601 50601 8278
2025-02-26T10:21:06:051Z 22634 42279 50601 50601 50601 8341 50601 50601 50601 50598 50601 7426
2025-02-26T10:21:07:051Z 18453 36239 50601 50601 50601 6762 50601 50601 50601 50601 50601 7407
2025-02-26T10:21:08:051Z 16893 34456 49836 50601 50601 6000 50601 50601 50601 32489 50601 5006
2025-02-26T10:21:09:051Z 15974 33889 50601 50601 50601 5669 50601 50601 50601 50050 50601 5978
2025-02-26T10:21:10:051Z 15836 32562 50452 50601 50601 5780 50601 50601 50601 49640 50601 6594
2025-02-26T10:21:11:051Z 15652 33040 50601 50601 50601 6630 50601 50601 50601 30208 50601 5607
2025-02-26T10:21:12:051Z 11915 24814 41033 50601 50601 4784 50601 50601 50601 44919 50601 5879
2025-02-26T10:21:13:051Z 10425 22442 38664 50601 50601 4131 50601 50601 50167 26183 50601 4433
2025-02-26T10:21:14:051Z 12315 27627 49544 50601 50601 4666 50601 50601 50601 31395 50601 4639
2025-02-26T10:21:15:051Z 13049 30316 50255 50601 50601 4766 50601 50601 46775 28239 50601 4255
2025-02-26T10:21:16:051Z 8078 18724 34279 50601 50601 3294 50601 48846 37258 17004 50601 3410
2025-02-26T10:21:17:051Z 10090 24097 47433 50601 50601 3913 50601 50488 34809 17731 50601 3527
2025-02-26T10:21:18:051Z 6132 14098 26808 41556 50601 2697 50082 41653 29485 13320 50601 3030
2025-02-26T10:21:19:051Z 5746 13558 26338 40312 50601 2433 46777 34573 24763 10530 50601 2561
2025-02-26T10:21:20:051Z 6018 14595 28768 44321 50601 2453 50601 39325 27734 11849 50601 2604
2025-02-26T10:21:21:051Z 5672 13775 27598 41606 49376 2207 49789 33431 24362 10050 50045 2231
2025-02-26T10:21:22:051Z 5883 14143 29066 42123 46163 2086 50601 33976 24825 10554 47403 2135
2025-02-26T10:21:23:051Z 5961 14155 30081 42208 45093 2038 50601 33277 23233 9972 45848 2064
2025-02-26T10:21:24:051Z 5270 12694 26735 38354 42057 1904 45336 29049 20273 8306 41757 1888
2025-02-26T10:21:25:051Z 5335 12756 27130 38433 41826 1893 45252 29030 20129 8267 41425 1883
2025-02-26T10:21:26:051Z 5481 12931 27826 38698 41805 1903 45682 29147 19622 8319 40749 1860
2025-02-26T10:21:27:051Z 5303 12332 26456 36344 39330 1805 42782 27701 17841 7929 38546 1774
2025-02-26T10:21:28:051Z 5003 11435 24524 33208 36131 1675 39115 25618 15713 7292 35540 1657
2025-02-26T10:21:29:051Z 4658 10510 22489 30119 33009 1551 35282 23508 13638 6621 32578 1535
2025-02-26T10:21:30:051Z 4259 9337 19997 26345 29428 1434 30442 20962 11455 5909 29587 1442
2025-02-26T10:21:31:051Z 3980 8541 18197 23856 28037 1379 26938 19229 9920 5317 28417 1385
2025-02-26T10:21:32:051Z 3590 7737 16596 22031 27141 1317 26409 18812 9349 4961 29127 1407
2025-02-26T10:21:33:051Z 3402 7427 16176 21660 26242 1263 24475 17321 8187 4259 26318 1263
2025-02-26T10:21:34:051Z 3356 7447 16466 22112 26563 1264 23268 16324 7406 3798 24564 1171
2025-02-26T10:21:35:051Z 3126 7047 15813 21432 25729 1214 24415 16652 7568 3762 25992 1222
2025-02-26T10:21:36:051Z 2519 5644 12782 17655 21169 994 20958 14534 6362 3185 23166 1100
2025-02-26T10:21:37:051Z 3008 6688 14827 20090 25883 1240 24071 16903 7776 3985 28523 1354
2025-02-26T10:21:38:051Z 3839 8266 17662 23278 32399 1555 25765 18920 9291 5054 32700 1571
2025-02-26T10:21:39:051Z 3609 7626 15857 21101 32140 1556 22127 16811 8394 4654 31934 1549
2025-02-26T10:21:40:051Z 4712 9621 19369 25238 41408 2007 27818 22155 11761 7021 42689 2079
2025-02-26T10:21:41:051Z 4766 9435 18226 23523 41638 2060 22611 18424 10610 6564 38760 1942
2025-02-26T10:21:42:051Z 4885 9670 18295 23863 47341 2354 25021 20875 12265 7632 48875 2428
2025-02-26T10:21:43:051Z 5743 11048 20111 26118 50601 2706 24036 20653 13119 8572 49283 2506
2025-02-26T10:21:44:051Z 4529 8716 15726 20312 47073 2420 25920 22374 14472 9358 50601 2908
2025-02-26T10:21:45:051Z 6333 11862 20382 26434 50601 3218 29149 26244 18666 12915 50601 3555
2025-02-26T10:21:46:051Z 4718 8797 14653 18851 50601 2912 20629 17976 13765 9348 50601 3224
2025-02-26T10:21:47:051Z 7974 14900 23645 31264 50601 5178 30299 27381 23340 16378 50601 5262
2025-02-26T10:21:48:051Z 8278 14681 22107 28136 50601 5363 22955 20325 18639 13864 50601 4710
2025-02-26T10:21:49:051Z 9157 16830 25154 32601 50601 7644 37455 32694 33804 23951 50601 8890
2025-02-26T10:21:50:051Z 12740 21582 30141 37589 50601 10021 44110 40469 45047 36674 50601 12053
2025-02-26T10:21:51:051Z 8276 13613 18683 21552 50601 7362 25676 22771 25276 21863 50601 8193
2025-02-26T10:21:52:051Z 16057 25155 33164 39005 50601 16910 50601 50601 50601 50601 50601 41619
2025-02-26T10:21:53:051Z 20214 29046 35629 39225 50601 50439 46100 45206 50215 50601 50601 49616
2025-02-26T10:21:54:051Z 27410 38634 47762 50098 50601 50601 50601 50601 50601 50601 50601 50601
